id,post_title,category_name,relationship,Impressions,Url Clicks,word_count,character_count,contains_number,contains_question,contains_quote,special_char_count,cluster,STR_High_Low,CTR_per_cluster_avg,keyword_strength,is_question,contains_keywords_score,URL CTR
16779854,"מהי קפיצת הירדמות"" והאם גם אתם חווים אותה בלי לדעת?""",חלל ומדע,Child Category,407669,48621,10,52,0,1,1,1,4,1,1.9983945833916623,0.0,0,2,0.119265875
16047301,55 שנים אחרי: סוף לתיאוריית הקונספירציה הגדולה מכולן,חלל ומדע,Child Category,385616,45247,8,52,1,0,0,0,4,1,1.966073679783535,0.5470010411741536,0,0,0.1173369362
16986557,"דיווח: בארהב ובישראל חוששים שאילון מאסק שיתף מידע רגיש""",טכנולוגיה ומדע,Direct Category,382078,34313,9,55,0,0,1,0,4,1,1.504775472135157,1.0,0,2,0.08980626992
14934831,אילון מאסק התחרט: הצעד של המיליארדר נגד עזה,חדשות טכנולוגיה,Child Category,373438,59467,8,43,0,0,0,0,0,1,2.468697986975243,1.951793093413128,0,3,0.1592419625
16924733,ה-AI של אילון מאסק זמין עכשיו לכולם - והוא חסר גבולות,חדשות טכנולוגיה,Child Category,353149,33043,11,53,0,0,0,0,0,1,1.4505474211590663,1.958581976294948,0,3,0.09356673812
15516916,"פי שבעה מליבת השמש: תוצאות מדהימות בדרך אל הגביע הקדוש"" של עולם האנרגיה""",חדשות טכנולוגיה,Child Category,339840,30180,13,72,0,0,1,0,0,1,1.3767503073732126,0.4372926337648436,0,1,0.08880649718
16427133,"מה היא תופעת מוח פופקורן"" והאם יש לכם אותו?""",חלל ומדע,Child Category,321455,25932,9,44,0,1,1,1,4,1,1.3517017398124618,1.7283773298791738,1,2,0.08067070041
16116474,כ-100 כוכבים נופלים בשעה: איפה לצפות במטר המטאורים הגדול של השנה,חלל ומדע,Child Category,309606,13021,11,64,1,0,0,0,0,0,0.651996721825932,1.0,0,2,0.04205667849
15652113,"ממרחק של 24 מיליארד קילומטרים: המהלך פורץ הדרך של נאסא""",חלל ומדע,Child Category,307751,13324,10,55,1,0,1,0,0,0,0.6711901786674128,0.5684194808097028,0,2,0.04329474153
14884447,פצועים שהם שחקנים וגופות שהן תפאורה: כך ה-AI מנטרל את תעשיית השקרים,חדשות טכנולוגיה,Child Category,307308,30763,12,67,0,0,0,0,3,1,1.5210606927376311,1.7002193748027674,0,3,0.1001047809
16879060,גלאי מתכות הובילו לגילוי ארכיאולוגי מדהים באנגליה,ארכיאולוגיה,Child Category,303385,18639,7,49,0,0,0,0,4,1,1.0294222453807227,0.0,0,1,0.06143678824
16332735,"שני קברים וציורי קיר מרהיבים בני לפחות 1,700 שנה התגלו באשקלון וייחשפו לציבור לראשונה",ארכיאולוגיה,Child Category,303323,12555,14,85,1,0,0,0,4,0,0.6935478335815677,0.0,0,0,0.04139151993
17264688,"האסטרואיד 2024 YR4 עולה לראש טבלת הסיכונים של נאסא""",מחקרים,Child Category,297005,12236,9,51,1,0,1,0,0,0,0.6386841659657914,0.3143126444827258,0,1,0.04119795963
17393440,טורף-על עתיק בגודל של נמר התגלה במדבר המצרי,מחקרים,Child Category,292228,26513,8,43,0,0,0,0,0,1,1.4065251032676611,1.4075554772540408,0,3,0.09072710349
17388090,מה יכולים 167 זאבים לעשות? ,מחקרים,Child Category,286230,16273,5,27,1,1,0,1,2,1,0.8214647812513389,1.0,1,1,0.05685288055
17342992,לפי מחקרים: המאכלים שיכולים לעזור נגד דיכאון,טכנולוגיה ומדע,Direct Category,283035,17040,7,44,0,0,0,0,4,1,1.0087754210170277,1.0,0,1,0.06020456834
16223179,מהפך בחזית הצפונית: הטכנולוגיה שמתגברת על שיבושי ה-GPS,חדשות טכנולוגיה,Child Category,278766,16758,8,54,0,0,0,0,4,1,1.0072735449663643,0.5207004526043844,0,3,0.06011493511
17238618,"צבוע מנוקד התגלה במצרים לראשונה אחרי 5,000 שנים - תושבים מקומיים הרגו אותו",מחקרים,Child Category,275761,23173,13,74,1,0,0,0,4,1,1.4080382782294536,0.5377329865682775,0,1,0.08403291256
16184835,נשמרה מאז תקופת בית שני: נחשפת מחצבת הענק בירושלים,ארכיאולוגיה,Child Category,273351,7163,9,50,0,0,0,0,4,0,0.4390756260735233,0.0,0,1,0.02620440386
16525459,אחרי חיסול נסראללה: העקיצה של אילון מאסק למנהיג איראן חמינאי,חדשות טכנולוגיה,Child Category,265534,43015,10,60,0,0,0,0,0,1,2.51136727800156,1.3388071058610302,0,2,0.1619943209
17098815,שאלנו את ChatGPT: מה היית בוחר להיות - גבר או אישה?,טכנולוגיה ומדע,Direct Category,263728,23380,11,51,0,1,0,1,3,1,1.3470384410704386,0.9962581235711876,1,4,0.08865194443
17286750,"גשם של עכבישים"" בברזיל""",מחקרים,Child Category,258656,17591,4,23,0,0,1,0,0,1,1.0543344888729345,1.0,0,2,0.0680092478
16327559,סוף לסיוט היתושים: גאדג'ט מהפכני יעזור לכם לישון בשקט,חדשות טכנולוגיה,Child Category,257368,16952,9,53,0,0,1,0,4,1,1.1036501868318034,0.6713265810332872,0,2,0.06586677442
16684994,"עדות נדירה לתחילת העיור בארץ ישראל: מקדש בן 5,000 שנה נחשף ליד בית שמש",ארכיאולוגיה,Child Category,251110,12698,14,70,1,0,0,0,4,0,0.8472983483929508,0.5358561370870123,0,1,0.05056748039
17380050,מדענים מאשרים: התגלה האגם התת קרקעי הגדול ביותר בעולם,מחקרים,Child Category,244720,28251,9,53,0,0,0,0,4,1,1.934324829079172,0.5266252921603007,0,2,0.115442138
17399864,"מהי תופעת חלומות לבנים"" והאם אתם חווים אותה?""",טכנולוגיה ומדע,Direct Category,242142,18286,8,45,0,1,1,1,4,1,1.2653586415731342,0.0,0,2,0.07551767145
15288272,"עם קצת עזרה מ-ChatGPT: צעיר הצליח להשיג מאה ארוחות חינם"" ממקדונלד'ס""",חדשות טכנולוגיה,Child Category,235273,18796,11,68,0,0,1,0,4,1,1.338623334411577,1.4119149669516209,0,2,0.07989017014
16000487,נמאס לכם לשמור מספרים מיותרים בוואטסאפ? הטריק שיחסוך לכם זמן ועצבים,חדשות טכנולוגיה,Child Category,234676,16866,11,67,0,1,0,1,4,1,1.204227287403936,1.0,0,1,0.07186930065
16230949,חצי מיליון דולר לבית: השכונה שהודפסה בתלת-מימד מתקרבת להשלמה,חדשות טכנולוגיה,Child Category,232142,16253,9,60,0,0,0,0,4,1,1.173126536450371,0.6695254118702834,0,3,0.07001318159
16924048,"פרס של שלושה מיליון דולר: נאסא רוצה שתציעו לה רעיונות למיחזור על הירח""",חלל ומדע,Child Category,231812,5810,13,70,0,0,1,0,4,0,0.4199574245337963,0.9192448091786758,0,2,0.02506341346
16650434,"רק אחד ממאה יכול לראות צבעים בלתי נראים"": האם תצליחו להבחין בהם?""",חלל ומדע,Child Category,229167,19707,12,65,0,1,1,1,4,1,1.4408988085912362,1.0,1,0,0.08599405674
16711840,מדענים שחזרו את הפנים של 'ערפדית' פולנית בת 400 שנה,חלל ומדע,Child Category,224334,18494,10,51,1,0,1,0,3,1,1.2526434653462102,0.612562691040901,0,2,0.0824395767
17482535,100 קילומטר בשנייה: מהארץ למאדים ב-30 ימים,מחקרים,Child Category,223035,13285,7,42,1,0,0,0,4,1,0.9980529516422848,0.0,0,2,0.05956464232
15264687,"כעבור 1,800 שנים: שרידי מחנה צבאי של לגיון הברזל"" הרומי נחשפו בצפון""",ארכיאולוגיה,Child Category,222291,9076,12,68,1,0,1,0,0,0,0.6329698870225732,1.347160073361051,0,1,0.04082936331
15806381,הסתכלו למעלה: הלוויינים של אילון מאסק יחלפו בשמי ישראל הערב,חדשות טכנולוגיה,Child Category,220819,10217,10,59,0,0,0,0,0,0,0.7172943274490914,1.9511147879961004,0,4,0.04626866348
17481680,שאלנו את ChatGPT: איזו סדרה כל אדם חייב לראות?,טכנולוגיה ומדע,Direct Category,217415,19536,9,46,0,1,0,1,3,1,1.3653307351173796,1.3399917731455244,0,1,0.08985580572
15478570,תיארו את חיי היומיום: ציורי קיר בני אלפי שנים התגלו בקבר במצרים,ארכיאולוגיה,Child Category,214991,8080,12,63,0,0,0,0,3,0,0.5710613991128773,1.3542384188087568,0,1,0.03758296859
15859831,"דש מהאלף ה־8 לפנה""ס: מסכת אבן התגלתה בהר חברון""",ארכיאולוגיה,Child Category,212526,8097,9,47,1,0,1,0,4,0,0.6383768302937827,0.0,0,1,0.0380988679
15443582,משחקים בפלייסטיישן 5? יש לנו בשורה מאכזבת עבורכם,חדשות טכנולוגיה,Child Category,202261,18956,8,48,1,1,0,1,4,1,1.5703613400651046,0.6628390370084863,0,1,0.09372048986
15370737,העיקר שלא נעמוד בפקקים: Waze חשפה שורה של פיצ'רים חדשים,חדשות טכנולוגיה,Child Category,193630,11969,10,55,0,0,1,0,0,1,0.9582871470663056,0.3092017440635772,0,3,0.06181376853
15362730,תהיתם למה הלוגו של אפל הוא תפוח נגוס? הנה הסיבה,חדשות טכנולוגיה,Child Category,193423,17530,10,47,0,1,0,1,0,1,1.405025618095081,0.9253455246520144,1,2,0.09063038005
14939578,הגנה מפני רחפנים מתאבדים ואיתור חטופים: הטכנולוגיה הישראלית שמאירה את החושך,חדשות טכנולוגיה,Child Category,191693,16307,11,75,0,0,0,0,3,1,1.2925862775961805,0.3435270225630726,0,2,0.08506831235
16817736,נמצאה הסיבה: למה אנחנו שונאים את הקול שלנו בהקלטות?,טכנולוגיה ומדע,Direct Category,190103,20901,9,51,0,1,0,1,3,1,1.670589773841229,0.4391684675624467,1,3,0.109945661
16359098,"פריצות למידע רגיש? פיתחנו טכנולוגיה מהפכנית תוצרת ישראל""""",טכנולוגיה ומדע,Direct Category,186523,6255,8,57,0,1,1,1,4,0,0.5619012098315023,1.0,0,2,0.03353473834
15322937,התחרות על הטכנולוגיה הלבישה: סמסונג השיקה רשמית טבעת חכמה,חדשות טכנולוגיה,Child Category,181258,9318,9,57,0,0,0,0,4,0,0.8613716375154882,0.3888004819644818,0,3,0.05140738616
17149668,לראשונה מזה 160 אלף שנה: כוכב שביט נדיר ייראה בשמיים,חלל ומדע,Child Category,180013,11515,10,52,1,0,0,0,4,1,1.071828048289654,0.0,0,1,0.06396760234
16819500,שאלנו את ChatGPT: מה נעשה אם תיקח לנו את העבודה?,חדשות טכנולוגיה,Child Category,179718,9798,10,48,0,1,0,1,3,0,0.8283952162247767,1.1404315424796343,1,2,0.05451874604
16612882,האם ניתן לקיים חיים על כוכב הלכת צדק?,חלל ומדע,Child Category,175361,4306,8,37,0,1,0,1,4,0,0.4114395697657313,1.3910574584713842,1,1,0.0245550607
17400339,צריכת סוכר בילדות: זה המחיר שתשלמו בבגרות,טכנולוגיה ומדע,Direct Category,174668,14761,7,41,0,0,0,0,4,1,1.416013774043888,1.0,0,2,0.08450889688
14853901,"ניצלה את הנאמנות של שחקני הפלייסטיישן"": אושרה תביעת ענק נגד סוני""",גיימינג,Child Category,171053,11662,11,65,0,0,1,0,3,1,1.0359387195035212,1.268098640318413,0,3,0.06817769931
16356795,"נאסא מודיעה: 2 אסטרונאוטים הורדו מטיסת SpaceX - כדי לחלץ צוות ש""תקוע"" בחלל""",חלל ומדע,Child Category,170719,5980,13,75,1,0,1,0,4,0,0.5869273816259539,0.0,0,1,0.03502832139
16092277,"בן 13 שטייל ליד הבית מצא טבעת בת כ-1,800 שנה: חשבתי שמדובר באום של בורג""""",ארכיאולוגיה,Child Category,170293,12450,15,73,1,0,1,0,0,1,1.1333994479397984,0.3135721872126448,0,2,0.07310928811
15028260,"ביל אקמן, אילון מאסק ורבים נוספים: התמיכה בישראל עולה ביוקר",חדשות טכנולוגיה,Child Category,168439,17511,10,59,0,0,0,0,4,1,1.741940588722923,1.72933487827098,0,2,0.1039604842
17491165,מחקר: ילדים שחווים קשיים בין גיל 6 ל-12 נוטים לפתח חוסן נפשי,מחקרים,Child Category,167833,6945,12,60,1,0,0,0,4,0,0.6933618424110082,0.644125771559624,0,2,0.04138041982
17053146,"האקרים איראנים מכריזים שוב: ישראלים, תבדקו את הוואטסאפ שלכם""""",חדשות טכנולוגיה,Child Category,167479,16009,9,61,0,0,1,0,3,1,1.4524312000054662,0.3366837356777259,0,4,0.09558810358
15960888,בצל ההגבלות האמריקניות: אנבידיה חתמה על הסכם עם חברת ענק קטארית,חדשות טכנולוגיה,Child Category,166222,12023,11,63,0,0,0,0,4,1,1.211963076151798,0.7270678479535049,0,3,0.07233097905
15344387,"מהירות של עד 1,000 קמש: הרכבת הסינית המהירה בעולם שתוכל לעקוף מטוס""",חדשות טכנולוגיה,Child Category,162483,14059,12,67,1,0,1,0,0,1,1.3413958043730534,0.9402345472948852,0,3,0.08652597503
15817572,נפילתה של אימפריה: כך Temu הסינית נוגסת מיליארדים מאמזון,חדשות טכנולוגיה,Child Category,161009,13105,9,56,0,0,0,0,0,1,1.2618197314376365,1.376050391463794,0,2,0.08139296561
16699630,סוף לגלקסי? סמסונג בדרך לצעד דרמטי במיוחד,חדשות טכנולוגיה,Child Category,159690,21282,7,41,0,1,0,1,4,1,2.2330567648587687,0.0,0,0,0.133270712
16904523,רוצים לרדת במשקל? זו כמות המים שתצטרכו לשתות,טכנולוגיה ומדע,Direct Category,159596,16023,8,44,0,1,0,1,4,1,1.6822358179356989,0.0,0,0,0.1003972531
16832452,"מטבע נדיר בן 1,500 שנה עם דמות מהתנ״ך נמצא בטורקיה",טכנולוגיה ומדע,Direct Category,159540,9798,10,50,1,0,0,0,4,1,1.029041506796115,0.4958912438286487,0,2,0.06141406544
16185404,״ותודה על הקציצות״: האיראנים שתומכים בישראל על חיסול הנייה מסעירים את הרשת,חדשות טכנולוגיה,Child Category,159292,13348,12,74,0,0,0,0,3,1,1.2732507975619127,1.6496964055734358,0,3,0.0837957964
15749806,סוף סוף: דייסון חשפה את השואב-שוטף הראשון שלה,חדשות טכנולוגיה,Child Category,158408,8054,8,45,0,0,0,0,4,0,0.851921462651914,0.2119126104155359,0,3,0.05084339175
17519187,מחקר קובע: 50 גרם של מזון זה בבוקר עשויים לשפר את תפקוד המוח,טכנולוגיה ומדע,Direct Category,157037,22394,13,60,1,0,0,0,3,1,2.1668128767896526,1.9389815838307085,0,4,0.1426033355
17166878,מחקר חדש מגלה: כמה פירות אתם צריכים לאכול ביום כדי להקטין את הסיכוי לדיכאון?,טכנולוגיה ומדע,Direct Category,156907,13640,14,76,0,1,0,1,3,1,1.3208812500186549,1.693150772813679,0,5,0.08693047474
17427030,וואטסאפ ווב (WhatsApp Web) – המדריך השלם עם כל הפתרונות והטיפים,טכנולוגיה ומדע,Direct Category,156180,4367,11,63,0,0,0,0,4,0,0.4685142649712069,1.0739413204297354,0,2,0.02796132667
17505286,אין כמו ברוקולי: תרכובת מברוקולי מפחיתה סוכר בדם ,מחקרים,Child Category,155524,7430,8,49,0,0,0,0,4,0,0.8004909776904905,0.0,0,0,0.04777397701
16657461,דיסני מבצעת שינוי בשירותי הסטרימינג שלה - והוא ישפיע גם עליכם,חדשות טכנולוגיה,Child Category,155150,11105,11,61,0,0,0,0,4,1,1.1993110306744,0.0,0,4,0.0715758943
16109699,״תקלת המחשוב הגדולה בהיסטוריה״: החברה שאחראית לקריסת המערכות בעולם מסבירה מה קרה,חדשות טכנולוגיה,Child Category,149810,7636,12,80,0,0,0,0,4,0,0.8540634978820004,1.1068624065593404,1,2,0.05097123022
16476179,סוף לתעלומה: נמצא ההסבר להיכחדות הניאנדרטלים,טכנולוגיה ומדע,Direct Category,147868,13309,6,44,0,0,0,0,4,1,1.5081212916185291,0.0,0,2,0.09000595125
17010991,שאלנו את ChatGPT: מה אתה חושב על החות'ים?,טכנולוגיה ומדע,Direct Category,147699,14314,8,41,0,1,1,1,3,1,1.4725674007790437,1.5746552676281738,1,3,0.09691331695
16844463,למה אכפת לנו כל כך מה אחרים חושבים עלינו? אפילו החוקרים התרגשו מהתשובה,טכנולוגיה ומדע,Direct Category,147212,11241,13,70,0,1,0,1,4,1,1.279460197219607,1.2128382125586556,1,3,0.07635926419
17453740,״סוף השיחה״: מיקרוסופט סוגרת את האפליקציה אחרי 21 שנה,חדשות טכנולוגיה,Child Category,143696,7767,9,53,1,0,0,0,4,0,0.9056776932151324,0.2386507770308823,0,1,0.05405160895
15307127,"התרעה חמורה"": מערך הסייבר באזהרה לישראלים""",חדשות טכנולוגיה,Child Category,142931,14266,6,42,0,0,1,0,4,1,1.672402594366024,0.0,0,2,0.09981039802
15816176,"רגע לפני יום ירושלים: טבעת זהב בת כ-2,300 שנה נחשפה בעיר דוד",ארכיאולוגיה,Child Category,141359,7848,12,60,1,0,0,0,4,1,0.9302519204947518,0.0,0,3,0.05551821957
16582163,"נאסא מפרסמת את התמונה הברורה ביותר של מאדים עד כה: אבנים כחולות בנוף מדברי וסלע לבן ומסקרן במיוחד""",חלל ומדע,Child Category,140794,21573,18,98,0,0,1,0,3,1,2.328188394391393,0.5196839135986633,0,3,0.153223859
15122013,שעון חכם OUT: הטבעת העתידנית של סמסונג בדרך,חדשות טכנולוגיה,Child Category,140734,8726,8,43,0,0,0,0,0,1,0.9612284554825152,0.3234940958414328,0,1,0.06200349596
17394141,"מומחה מסביר: הלחץ מהאסטרואיד מוצדק - אבל אין סיבה להיכנס לפאניקה""""",חלל ומדע,Child Category,138367,5690,11,66,0,0,1,0,4,0,0.6890405591726932,0.0,0,2,0.04112252199
16307633,"חולמים לעבוד אצל אילון מאסק? טסלה מחפשת אנשים שיהפכו לרובוטים"" תמורת שכר גבוה""",חדשות טכנולוגיה,Child Category,137999,8137,13,78,0,1,1,1,4,1,0.9879919858167616,1.4123509517868251,0,1,0.05896419539
16350845,"הדוח של אנבידיה מגלה: קפיצת המדרגה הבאה בתחום ה-AI בפתח""",חדשות טכנולוגיה,Child Category,137030,6283,10,56,0,0,1,0,0,0,0.7108236087053965,0.944525008854128,0,2,0.04585127344
17334488,גלים בגובה 30 מטר: כשההתפרצות בסנטוריני בישרה את סוף דרכה של תרבות ,מחקרים,Child Category,132788,18527,12,67,1,0,0,0,3,1,2.120010421356591,0.785952938540065,0,3,0.1395231497
16889047,שאלנו את ChatGPT: מה הדבר הכי משונה שאי פעם שאלו אותך?,טכנולוגיה ומדע,Direct Category,132130,17390,11,54,0,1,0,1,1,1,1.8814399197741043,1.12319267611322,1,3,0.1316128056
15685113,מכשיר קסמים או כלי לחימה? חפץ רומי עתיק ואפוף מסתורין התגלה בבריטניה,ארכיאולוגיה,Child Category,131638,7209,12,68,0,1,0,1,4,0,0.9176113892647428,0.0,0,1,0.054763822
16668853,שעון חורף 2024: מתי מחליפים את השעון?,טכנולוגיה ומדע,Direct Category,131114,3352,7,37,1,1,0,1,3,0,0.388460323114337,0.4296009592527585,1,1,0.02556553839
17347161,מה נשתנה? ליבת כדור הארץ ,מחקרים,Child Category,130964,7250,5,25,0,1,0,1,2,1,0.7998757863534424,0.5991785905886394,1,1,0.05535872453
17387336,אחת ולתמיד: תוספי קולגן - פתרון קסם או בזבוז כסף?,טכנולוגיה ומדע,Direct Category,130617,8640,10,49,0,1,0,1,4,1,1.108355505525002,0.0,0,1,0.06614759181
15027871,"זיהוי רחפני אויב ומיפוי מנהרות בעזה: הפרויקט הישראלי שמסייע להגן על לוחמי צהל""",חדשות טכנולוגיה,Child Category,130137,8800,13,78,0,0,1,0,4,1,1.1330443940520716,1.3830701609152287,0,3,0.06762104551
15815747,אייפון שמתקן את עצמו: אפל חשפה פטנט שישאיר אתכם פעורי פה,חדשות טכנולוגיה,Child Category,129620,8430,11,56,0,0,0,0,3,1,0.9882055338007836,0.9350579183325536,0,2,0.06503625984
16364459,"הייטקיסטים, שימו לב: האם הגיע סוף עידן המתכנתים?",חדשות טכנולוגיה,Child Category,129246,7984,8,48,0,1,0,1,4,1,1.035066999182773,0.4910092625324351,1,0,0.06177367191
16678912,הצמחים שלכם תמיד נובלים? עכשיו הם יוכלו להגיד לכם מה חסר להם,חדשות טכנולוגיה,Child Category,127912,8501,12,60,0,1,0,1,4,1,1.113586024232134,1.124768456071496,1,3,0.06645975358
16757228,מתקפת הסייבר על ישראל: איראן לקחה אחריות,חדשות טכנולוגיה,Child Category,125864,6767,7,40,0,0,0,0,4,0,0.9008649537887328,1.0375471468044255,0,2,0.0537643806
16874967,"סיכוי של אחד לטריליון: אבן"" שנחשבה לזהב התגלתה כמטאוריט בן 4.6 מיליארד שנים""",חלל ומדע,Child Category,125767,12326,13,76,1,0,1,1,4,1,1.6421790486706087,0.7924165020565861,0,2,0.09800663131
14974403,פריצת דרך: חומר חדש יהפוך את הכל לחזק וקשה יותר,חלל ומדע,Child Category,125510,9846,10,47,0,0,0,0,4,1,1.3144574947894452,1.116834262421868,0,3,0.07844793244
16382508,צ'אט GPT נשאל אם יש בורא לעולם - והתשובה שלו הדהימה אותנו,חדשות טכנולוגיה,Child Category,124579,20643,12,57,0,0,1,0,4,1,2.776470204250353,0.6728828314400551,0,4,0.1657020846
15161888,"גם בגלל המלחמה בעזה: שעון יום הדין"" נשאר קרוב מאוד לרגע של הכחדה גרעינית""",חלל ומדע,Child Category,123046,13189,14,73,0,0,1,0,0,1,1.6617083796560614,0.3184536033073233,0,3,0.1071875559
16321310,הקרמלין שדד את גוגל: כך הפכו 100 מיליון דולר לתעמולה רוסית,חדשות טכנולוגיה,Child Category,123000,9257,11,58,1,0,0,0,3,1,1.143554523876919,1.65598722487078,0,3,0.0752601626
17189936,במשך עשורים מדענים חשבו שמדובר באדם הראשון שנמצא ביפן - מתברר שאלו היו עצמות דוב,מחקרים,Child Category,121183,9228,15,80,0,0,0,0,4,1,1.275941994282124,0.0,0,1,0.07614929487
17242524,"פריצת דרך בחקר החלל: ישראל ואיטליה יקדמו יחד את משימת בראשית 2""""",חלל ומדע,Child Category,120139,3265,12,64,1,0,1,0,4,0,0.4553697928100628,0.695001864467555,0,2,0.02717685348
15779126,קרוב מתמיד: המערכת פורצת הדרך שתשלח אסטרונאוטים למאדים במהירות שיא,חלל ומדע,Child Category,119673,7506,10,66,0,0,0,0,4,1,1.0509388019178802,0.0,0,2,0.06272091449
16794892,משתמשים בווינדוס? יש לנו בשורה משמחת עבורכם,חדשות טכנולוגיה,Child Category,119441,4623,7,43,0,1,0,1,4,0,0.6485381192651913,0.6628390370084863,0,1,0.0387053022
17280579,"פשוט כמו להפעיל מתג"": האם נמצא המפתח לטיפול בהתקרחות?""",טכנולוגיה ומדע,Direct Category,119313,9135,9,54,0,1,1,1,4,1,1.2828793990434504,0.6320109446949677,1,0,0.07656332504
17312381,"הלקחים שלמדה ישראל מצבא הרחפנים"" של אוקראינה""",טכנולוגיה ומדע,Direct Category,118350,10778,7,45,0,0,1,0,0,1,1.4118233445993928,1.3486751361552711,0,2,0.09106886354
15090787,ה-Vision Pro של אפל: הדבר הכי גדול מאז האייפון?,חדשות טכנולוגיה,Child Category,118128,4363,9,47,0,1,0,1,1,0,0.5279886288464055,0.7339063868337963,0,2,0.03693451172
17453880,תקלה בוואטסאפ: אלפי משתמשים מדווחים על בעיות טכניות,חדשות טכנולוגיה,Child Category,117896,5159,8,51,0,0,0,0,4,0,0.7332152723929131,0.4740087827996607,0,1,0.04375890615
15938678,רוצים להרוויח כמו הייטקיסטים? אלו המקצועות המבוקשים ביותר בתעשייה,חדשות טכנולוגיה,Child Category,116292,7911,9,65,0,1,0,1,4,1,1.1398470773603009,0.0,0,1,0.06802703539
15342486,פעם בארבע שנים: למה יש 29 בפברואר ומה המשמעות של התאריך?,חלל ומדע,Child Category,115992,8828,11,56,1,1,0,1,4,1,1.2752617471976495,1.3496524658015607,1,4,0.07610869715
17379954,מחקר מראה שעישון בבית מוביל לשינויים גנטיים אצל ילדים,מחקרים,Child Category,114835,4438,9,53,0,0,0,0,4,0,0.6475570982831917,1.0,0,2,0.03864675404
16645761,"זה כמו קסם"": מחקר גילה יכולת מדהימה בקרב עכברים""",טכנולוגיה ומדע,Direct Category,113516,6498,9,48,0,0,1,0,4,1,0.9591525214232872,1.051866310375495,0,3,0.05724303182
15991093,"מיקרוסופט מאשרת: האקרים רוסים פרצו לחשבונות לקוחותינו""""",חדשות טכנולוגיה,Child Category,113247,4012,7,55,0,0,1,0,4,0,0.5936073414682842,0.0,0,0,0.03542698703
15669885,תגלית של פעם במיליארד שנים: שתי צורות חיים התמזגו לאחת,חלל ומדע,Child Category,113210,11869,10,54,0,0,0,0,0,1,1.6253233746036857,0.9507132163218864,0,3,0.1048405618
15338219,הישג פורץ דרך: בוצעה השיחה הראשונה על גבי רשת 5G המתקדמת בעולם,חדשות טכנולוגיה,Child Category,112708,6122,12,62,1,0,0,0,4,0,0.910130413100441,1.0210603964403375,0,3,0.05431735103
16583869,לראשונה באזור ירושלים: נחשפו עדויות להשפעת מסע סנחריב על כלכלת ממלכת יהודה,ארכיאולוגיה,Child Category,112702,4758,12,74,0,0,0,0,4,0,0.7073882793139464,0.4740087827996607,0,2,0.04221752941
15976127,מסך הברזל הווירטואלי: ChatGPT נחסם בארבע מדינות,חדשות טכנולוגיה,Child Category,111371,4153,7,47,0,0,0,0,4,0,0.6248199058543362,1.0,0,0,0.03728977921
16082345,"ברקע המכירה של וויז"" לגוגל: חברה ישראלית נוספת באקזיט מרשים""",חדשות טכנולוגיה,Child Category,108282,5934,10,60,0,0,1,0,0,0,0.8495749820967111,1.0,0,3,0.05480135203
